Thu nhap trung binh,Tuoi nha,So luong phong,So phong ngu,Dan so,So luong nguoi song,Vi do,Kinh do,Gia nha
1.8235,40,4.7011,1.1264,928,3.5556,37.75,-122.16,0.952
3.8047,35,5.015,1.0526,406,3.0526,37.75,-122.16,0.943
2.2917,34,4.3679,1.0036,824,2.9429,37.74,-122.17,0.925
2.4962,37,5.3243,1.1081,835,3.2239,37.75,-122.17,0.918
4.0417,43,5.2,1.0169,826,2.8,37.74,-122.16,1.094
3.4844,46,4.8768,0.8578,567,2.6872,37.74,-122.16,1.295
4.1458,52,5.3542,1.0208,355,2.4653,37.74,-122.16,1.434
2.625,47,4.9639,1.3434,533,3.2108,37.74,-122.16,0.982
2.0227,44,5.1023,1.1116,609,2.8326,37.74,-122.16,1.031
3.3333,49,5.4364,1.0085,576,2.4407,37.9,-122.29,2.768
5.338,52,5.6084,0.9196,594,2.0769,37.9,-122.29,2.709
3.4732,52,5.9629,1.1194,870,2.3077,37.89,-122.29,2.462
3.5125,38,4.446,1.0255,1027,2.0177,37.9,-122.3,2.242
3.1375,52,4.819,1.0706,693,2.1258,37.89,-122.29,2.291
2.8036,46,4.0533,1.072,815,2.1733,37.89,-122.3,2.116
4.5824,15,4.4354,1.0576,2420,2.1117,37.9,-122.3,2.561
3.0208,36,3.9022,1.0616,518,1.8768,37.89,-122.3,2.063
4.0875,52,4.5382,1.0291,620,2.2545,37.89,-122.3,2.213
4.5268,42,5.0451,1.094,551,2.0714,37.89,-122.33,2.074
1.7375,37,3.3128,1.0065,2556,2.7662,37.88,-122.34,3.5
3.1795,52,4.556,1.0029,1498,2.1523,37.89,-122.29,2.182
3.8672,50,5.3348,1.1498,523,2.304,37.88,-122.29,2.167
5.1675,52,6.3987,1.1438,374,2.4444,37.89,-122.29,2.706
5.1696,52,6.1159,1.0243,1004,2.7062,37.89,-122.29,2.614
4.2614,52,5.521,0.994,769,2.3024,37.88,-122.28,2.613
5.0551,52,5.1489,0.9953,940,2.2222,37.89,-122.29,2.322
5.6228,42,6.4453,1.0703,645,2.5195,37.9,-122.27,3.754
7.8864,52,6.691,0.9688,705,2.4479,37.9,-122.26,3.573
7.9556,52,7.56,0.9927,684,2.4873,37.9,-122.27,3.744
6.174,52,7.6398,1.0169,572,2.4237,37.9,-122.27,3.588
6.9414,52,8.0672,1.0672,671,2.6522,37.9,-122.27,4.175
8.8342,52,8.3452,1.0219,975,2.6712,37.89,-122.27,4.305
7.1754,52,7.4295,1.0513,779,2.4968,37.9,-122.28,3.629
10.0825,52,8.209,1.0246,658,2.6967,37.9,-122.28,3.97
4.9083,52,6.7493,0.9791,819,2.4448,37.9,-122.28,3.468
5.7912,52,7.2917,1.006,412,2.4524,37.89,-122.28,3.271
4.5893,52,6.2737,1.1057,835,2.2629,37.89,-122.28,2.901
5.4171,52,6.7647,1.0752,722,2.3595,37.89,-122.28,2.92
4.125,52,5.3717,0.9713,1085,2.2279,37.89,-122.28,2.709
7.266,52,7.4366,1.031,973,2.7408,37.89,-122.27,3.711
5.3989,52,7.2721,1.0772,723,2.6581,37.89,-122.27,3.356
7.8336,37,6.1326,0.9254,903,2.4945,37.9,-122.26,3.713
6.1593,41,6.2155,1.0773,356,1.9669,37.89,-122.25,3.44
6.381,52,6.6623,1.0693,1005,2.1753,37.89,-122.26,3.422
6.6828,52,7.3532,1.0536,1205,2.3909,37.89,-122.26,3.709
7.5385,37,6.6667,1.0156,987,2.1933,37.89,-122.25,3.5
6.7138,42,6.3906,1.0268,1031,2.3013,37.89,-122.25,3.686
6.2425,52,6.3144,1.0322,894,2.2129,37.88,-122.26,3.918
5.7979,52,5.9814,1.0875,823,2.183,37.88,-122.26,4.153
4.2813,52,5.4106,1.0435,1232,1.9839,37.88,-122.27,2.849
3.5417,52,4.6131,1.0654,669,1.8229,37.88,-122.27,2.875
3.0132,44,4.0945,1.0764,989,1.7982,37.88,-122.27,2.729
4.1429,52,5.3772,1.0582,1058,2.2802,37.88,-122.28,2.596
4.1912,52,5.7633,0.9662,506,2.4444,37.88,-122.28,2.545
3.9167,52,5.3761,0.9862,489,2.2431,37.88,-122.28,2.356
3.8897,52,5.5644,1.0928,824,2.1237,37.88,-122.29,2.184
3.1065,48,4.9789,1.0316,1034,2.1768,37.88,-122.29,2.292
2.9926,46,4.4588,1.04,920,2.1647,37.88,-122.29,1.921
3.556,52,4.3421,1.0395,841,2.2132,37.88,-122.29,1.793
1.475,45,3.3066,1.0657,749,5.4672,37.88,-122.3,1.875
1.6971,52,4.1735,0.9898,208,2.1224,37.88,-122.3,1.388
2.1705,10,5.03,1.18,228,2.28,37.87,-122.3,1.5
2.75,50,3.8984,0.9922,287,2.2422,37.86,-122.3,1.406
2.5682,52,4.5,1.1226,218,2.0566,37.85,-122.29,1.2
2.9,46,4.6394,1.0592,854,2.4056,37.88,-122.3,1.448
2.2208,52,4.5658,1.095,1695,2.4781,37.87,-122.3,1.448
3.2344,52,5.564,1.093,403,2.343,37.88,-122.28,2.455
3.5156,52,4.4962,1.0076,288,2.1985,37.87,-122.28,2
1.9805,49,3.8887,1.0518,963,1.8484,37.87,-122.28,1.737
2.6684,50,3.5446,1.0388,1129,2.188,37.87,-122.29,1.856
3.875,52,4.3873,0.9706,386,1.8922,37.87,-122.29,1.826
3.006,52,4.702,1.0246,811,1.9975,37.88,-122.28,2.279
2.543,46,4.477,1.0311,1293,1.9156,37.87,-122.28,2.207
2.8676,46,4.123,1.0348,805,1.8677,37.87,-122.28,2.12
2.1907,52,3.1998,1.0616,1372,1.5662,37.88,-122.27,2.714
1.7778,30,3.4471,1.0329,862,2.0282,37.87,-122.27,2.688
2.52,37,4.2516,1.1071,1152,1.8701,37.88,-122.27,2.778
4.2788,52,4.6145,1.0241,483,1.9398,37.88,-122.26,3.325
2.944,52,4.1239,1.0541,1558,2.719,37.88,-122.26,3.389
1.725,52,3.3862,1.0884,1798,2.3381,37.88,-122.26,2.875
5.2289,41,5.5691,1.1463,266,2.1626,37.87,-122.25,3.846
2.5562,42,4.1611,1.1019,2184,5.1754,37.87,-122.25,3.714
0.949,52,2.5241,0.9644,2016,4.2264,37.87,-122.25,3.5
1.1696,52,2.436,0.944,1349,5.396,37.87,-122.25,5
1.4012,52,3.1057,1.06,3337,9.5343,37.87,-122.26,1.75
1.1859,52,2.922,1.0516,1721,1.8135,37.87,-122.26,2.417
1.7464,35,3.218,1.108,1675,1.675,37.87,-122.27,2.167
2.8846,49,3.8571,1.0514,707,2.02,37.87,-122.27,2.113
2.7372,52,4.4438,1.0058,1424,2.0519,37.87,-122.27,2.102
3.8594,52,4.963,1.0317,393,2.0794,37.86,-122.28,1.964
3.5625,52,5.3481,1.0413,828,2.4425,37.87,-122.28,1.917
2.2788,52,4.2226,1.0274,571,1.9555,37.87,-122.28,1.823
2.537,44,3.561,1.0589,1382,1.9383,37.87,-122.29,1.75
2.525,46,3.947,1.0093,792,2.4673,37.87,-122.29,1.659
1.9946,52,4.4758,1.086,815,2.1909,37.86,-122.29,1.569
2.8214,52,4.7948,1.0607,788,2.2775,37.86,-122.28,1.643
2.6165,52,5.1744,1.0698,1145,2.6628,37.87,-122.29,1.5
1.9483,50,4.4139,1.0782,1354,2.405,37.86,-122.29,1.505
1.9327,52,4.564,1.0112,958,2.1528,37.86,-122.28,1.699
1.9798,49,4.8224,1.0987,1361,2.2385,37.86,-122.28,1.474
2.4167,52,5.0022,1.0512,1005,2.2383,37.85,-122.28,1.527
2.5417,49,4.9565,1.0507,924,2.2319,37.86,-122.27,1.827
3.3906,52,5.5838,1.1648,780,2.1788,37.86,-122.28,1.793
2.5652,52,4.728,1.0865,1582,2.4874,37.86,-122.28,1.577
2.2845,41,3.8979,0.9683,1213,2.1356,37.86,-122.28,1.531
2.6071,52,4.0749,1.1423,486,1.8202,37.86,-122.27,2.5
3.15,52,4.7657,1.0629,494,2.8229,37.86,-122.27,2.063
2.6914,52,4.8466,1.0192,849,2.326,37.86,-122.27,2.188
1.8447,52,4.2099,1.0639,1127,2.0566,37.86,-122.27,1.982
1.6307,35,2.9627,1.0011,3276,1.8806,37.86,-122.26,2.536
2.9044,52,4.4043,1.0479,1493,1.8804,37.86,-122.26,2.574
2.9405,52,5.5582,1.0957,1461,2.1517,37.86,-122.26,2.895
3.3893,52,5.368,1.1227,1253,2.329,37.86,-122.26,2.417
3.0417,48,4.6906,1.1264,1656,3.6078,37.86,-122.25,4.896
7.0897,52,6.8762,0.9455,514,2.5446,37.86,-122.25,4.462
5.0463,52,5.7932,1.078,719,2.4373,37.86,-122.25,4.563
1.7652,52,3.5345,0.9889,878,1.9555,37.86,-122.25,3.368
7.8521,52,7.7944,1.0514,517,2.4159,37.86,-122.24,5
9.3959,52,7.5121,0.9556,1366,2.754,37.85,-122.24,5
5.3794,52,6.861,1.1237,1316,2.2305,37.86,-122.25,3.769
3.2619,52,4.7921,1.0172,1508,1.9974,37.85,-122.26,3.096
2.7054,52,5.0012,1.1288,1800,2.2086,37.85,-122.27,1.823
2.2431,47,6.3712,1.227,719,2.2055,37.85,-122.27,1.727
1.9028,50,5.0157,1.1765,675,2.6471,37.85,-122.27,1.508
1.5817,52,5.438,1.1736,875,2.4105,37.85,-122.27,1.536
2.2841,52,4.3506,1.0779,152,1.974,37.85,-122.27,1.063
1.3785,47,4.3103,0.9624,843,2.6426,37.85,-122.27,1.423
2.9018,52,4.6212,1.0985,281,2.1288,37.85,-122.28,1.194
1.73,44,5.0245,0.9706,506,2.4804,37.85,-122.28,1.479
2.2625,48,4.427,1.0386,1054,2.2618,37.85,-122.28,1.329
2.2106,35,4.5217,1.0121,1017,2.4565,37.84,-122.29,1.325
2.6997,52,4.0627,1.0627,1623,2.1216,37.83,-122.28,1.269
4.0018,14,3.5861,1.1741,3100,1.5115,37.84,-122.3,1.438
7.8772,52,8.2825,1.0499,947,2.6233,37.83,-122.23,5
11.8603,39,7.9111,0.9841,808,2.5651,37.82,-122.22,5
13.499,42,8.9284,1,1018,3.0388,37.82,-122.22,5
12.2138,52,9.2102,1.0398,1001,2.8438,37.82,-122.23,5
8.1872,52,8.2683,1.0325,1005,2.7236,37.82,-122.23,4.661
12.3804,52,9.1227,1.0339,1192,3.1123,37.82,-122.23,5
5.8948,52,7.7401,1.0837,585,2.5771,37.83,-122.24,4.578
8.1194,52,7.75,0.9873,916,2.8987,37.83,-122.24,4.716
8.7477,52,9,1.1341,556,3.1061,37.82,-122.23,5
6.155,52,7.0481,0.9942,1470,2.8269,37.82,-122.24,3.986
5.883,52,6.2161,1.0126,1104,2.7739,37.82,-122.25,3.407
5.2128,52,5.8629,0.9961,1242,2.3977,37.76,-122.23,2.899
4.7188,52,7.0685,1.0062,805,2.5078,37.76,-122.23,3.353
5.2915,52,8.1235,1.0926,378,2.3333,37.76,-122.23,3.33
2.6411,52,5.1704,1.0538,481,2.157,37.77,-122.24,2.41
3.3214,52,4.825,1.1188,409,2.5562,37.77,-122.23,1.896
3.6417,52,4.5871,1.0349,885,2.3727,37.77,-122.24,2.063
3.0161,52,4.6737,0.9982,1468,2.5891,37.77,-122.25,2.157
3.1771,52,4.8279,1.0233,482,2.2419,37.77,-122.25,2.102
3.4531,52,5.7841,1.2121,825,3.125,37.77,-122.25,2.088
4.3098,52,5.4367,0.9937,429,2.7152,37.77,-122.25,1.979
3.3438,52,4.6635,1.0433,528,2.5385,37.78,-122.26,2.013
2.9213,52,4.838,1.1065,496,2.2963,37.78,-122.26,1.908
2.6806,52,5.3132,1.0566,718,2.7094,37.78,-122.27,2.079
3.7708,52,4.6113,0.9962,630,2.3774,37.78,-122.27,2.153
3.9444,45,4.0874,0.9196,723,2.528,37.78,-122.27,2.129
5.2601,13,4.1564,1.1008,959,1.9733,37.78,-122.27,2.927
2.5444,30,4.848,1.0164,3668,4.2901,37.79,-122.28,2.75
2.6447,42,5.7408,1.0366,2037,5.738,37.77,-122.3,2
2.5762,29,4.0487,1.0951,3741,2.9387,37.78,-122.28,1.734
1.9427,42,4.1367,1.03,821,2.7367,37.78,-122.29,1.022
2.9688,52,4.2305,1.0461,870,2.5072,37.77,-122.28,2.208
3.75,27,4.1377,1.1108,1901,1.9679,37.77,-122.28,2.428
5.1702,18,4.3333,1.1508,1243,1.8748,37.76,-122.29,2.654
2.5139,50,4.5474,0.9358,730,2.2324,37.78,-122.28,2.19
2.9732,52,5.5853,1.1706,793,2.6522,37.77,-122.26,2.821
5.5337,52,5.1889,0.894,1033,2.3802,37.77,-122.27,3.72
4.1667,52,4.7686,1.0386,872,2.4022,37.77,-122.27,2.258
2.7115,52,3.7418,1.0525,849,1.8578,37.77,-122.27,2.208
3.3269,52,4.61,1.0792,1121,2.1641,37.77,-122.27,2.345
3.2685,52,4.8449,1.0292,872,1.9596,37.77,-122.25,2.542
4.7778,52,5.2694,1.0606,637,2.1448,37.77,-122.26,3.518
4.226,52,5.0118,1.0912,663,1.95,37.77,-122.26,2.75
3.3571,52,7.0349,0.9767,411,2.3895,37.77,-122.26,4.054
2.9899,52,5.0775,1.0751,915,2.2155,37.77,-122.26,2.281
2.875,52,3.8742,1.0042,921,1.9308,37.77,-122.26,2.34
2.3882,43,3.5902,1.0677,585,2.1992,37.77,-122.24,1.625
2.975,43,4.1111,1.0541,2086,1.981,37.77,-122.25,2.434
5.1039,52,5.628,1.0131,1303,2.4355,37.76,-122.23,2.738
4.1458,52,5.9602,1.0511,374,2.125,37.76,-122.23,2.485
3.4762,52,5.3051,1.0932,979,2.0742,37.76,-122.24,2.44
2.6833,52,4.139,1.0561,827,1.8543,37.76,-122.24,2.409
5.75,52,6.7391,0.9723,658,2.6008,37.76,-122.23,3.063
3.9632,50,5.7537,1.0784,654,2.4403,37.75,-122.23,2.4
4.9489,45,6.1027,1.0616,384,2.6301,37.75,-122.24,2.471
4.8711,27,5.0828,0.9448,1499,1.8808,37.75,-122.24,2.866
3.0718,52,5.069,1.113,1128,2.1609,37.76,-122.24,2.667
3.6719,49,4.935,1.0671,1110,2.2561,37.76,-122.24,2.298
4.6094,52,6.1855,1.0506,1119,2.6964,37.76,-122.24,2.293
4.5213,21,5.6931,1.0113,2930,2.3725,37.73,-122.24,2.284
4.4562,25,4.9077,0.9359,897,2.3,37.74,-122.25,2.062
7.611,5,6.8558,1.0614,7427,2.7325,37.72,-122.24,3.507
3.2689,31,4.4093,1.0511,2973,2.266,37.73,-122.27,2.31
3.567,52,4.5506,1.0253,1340,2.1203,37.76,-122.25,2.529
3.6875,28,4.6557,1.0472,2974,2.004,37.74,-122.27,3.539
4.7695,23,4.934,1.1034,2690,2.3371,37.77,-122.27,2.917
3.1972,20,3.546,1.1196,583,1.7883,37.75,-122.28,1
7.2634,12,7.133,1.0189,5781,2.8804,37.77,-122.06,3.416
7.0568,5,7.0234,0.9121,1738,3.3945,37.73,-122.06,4.125
4.635,36,6.6938,1.0775,1478,2.794,37.71,-122.06,2.486
5.3015,40,6.6963,1.1185,746,2.763,37.71,-122.07,2.549
4.9801,36,6.3275,1.0549,1235,2.7143,37.71,-122.07,2.415
5.4834,26,6.6198,0.9855,1411,2.9153,37.72,-122.07,2.952
6.187,31,7.4203,1.0192,1368,2.6257,37.72,-122.08,3.404
5.6194,32,6.7466,1.0027,1048,2.8556,37.72,-122.08,2.747
5.4639,35,6.0575,0.9589,1004,2.7507,37.71,-122.08,2.386
5.1498,35,7.2561,1.0545,1086,2.9591,37.71,-122.09,2.664
5.8382,30,7.4257,1.0457,922,2.6343,37.72,-122.1,3.302
4.65,36,5.5788,1.0061,1950,2.381,37.71,-122.11,2.068
4.3819,25,4.9966,1.0454,1413,2.3748,37.7,-122.1,2.092
3.7222,30,5.4842,1.1004,1444,2.5423,37.69,-122.1,1.958
5.2855,31,6.8513,1.0483,749,2.7844,37.71,-122.09,2.535
4.3375,31,6.2401,1.0213,867,2.6353,37.7,-122.09,2.418
5.2131,27,6.5121,1.0367,2723,2.6309,37.71,-122.1,2.525
6.005,30,6.6578,1.0228,731,2.7795,37.7,-122.09,2.639
5.0519,38,5.5249,0.9801,781,2.5947,37.71,-122.08,2.27
4.8237,38,5.6994,1.0077,1784,2.7362,37.71,-122.08,2.209
5.2497,32,6.6293,1.0902,1156,2.8195,37.7,-122.08,2.593
4.125,39,5.1264,0.9819,645,2.3285,37.7,-122.07,2.325
4.6005,37,6.0095,0.9841,821,2.6063,37.7,-122.06,2.316
3.5187,33,5.0727,1.026,1912,2.4831,37.7,-122.06,2.094
3,32,4.8991,1.0605,1487,2.1427,37.7,-122.07,2.232
3.4934,25,4.7915,1.0676,1645,2.3169,37.7,-122.08,2.099
2.9861,33,4.1989,1.0533,2239,2.1304,37.7,-122.09,2.082
2.5362,29,4.1739,1.1196,1021,1.8496,37.69,-122.07,2.038
3.3021,36,5.0321,1.0685,1105,2.3662,37.69,-122.08,1.957
3.0964,31,4.5668,1.0108,2999,2.3158,37.69,-122.07,1.905
2.8512,43,5.5458,1.1408,740,2.6056,37.69,-122.08,1.81
3.3478,42,5.7951,1.123,629,2.5779,37.69,-122.08,1.849
2.3958,37,4.1366,0.9854,314,1.5317,37.68,-122.08,1.908
3.5295,15,4.5674,1.0254,1479,2.2141,37.68,-122.08,2.422
4.8036,20,5.37,1.0212,1732,2.165,37.69,-122.09,1.883
3.851,52,5.2691,1.0127,1338,2.4327,37.74,-122.15,1.835
4.0662,52,5.5781,1.0469,440,2.2917,37.74,-122.14,2.042
4.6042,51,6.6641,1.0254,922,2.3461,37.73,-122.14,2.519
2.2,49,5.1875,1.0972,611,2.1215,37.74,-122.15,1.875
4.1164,52,5.4854,1.0097,994,2.4126,37.73,-122.16,1.982
3.95,52,6.0609,0.9696,545,2.3696,37.74,-122.15,2.19
4.9135,52,7.1888,0.9021,317,2.2168,37.73,-122.15,2.75
2.8355,45,5.106,1.1128,1573,2.1372,37.73,-122.15,2.454
3.25,46,4.9724,1.0805,925,2.1264,37.73,-122.17,1.775
2.8301,49,4.413,1.0597,768,1.9948,37.73,-122.16,1.716
3.7159,52,5.3253,0.9897,620,2.1233,37.73,-122.17,1.833
2.5625,52,5.3816,0.9952,425,2.0531,37.73,-122.16,1.75
3.8047,45,4.9115,1.0262,1003,3.2885,37.72,-122.18,1.567
3.375,45,5.3778,1.0889,519,3.8444,37.71,-122.18,1.575
3.244,38,4.4949,1.0101,481,2.4293,37.71,-122.17,1.798
4.0268,36,5.0848,1.027,1209,2.3295,37.7,-122.18,2.055
3.3906,35,4.88,1.0552,1398,2.6629,37.7,-122.18,1.789
5.5461,36,6.2241,1.1897,158,2.7241,37.71,-122.19,2.625
3.371,42,4.5301,0.9925,1817,2.7364,37.72,-122.17,1.65
3.5313,46,4.737,0.9827,766,2.6505,37.72,-122.17,1.597
3.663,5,5.1585,1.2134,814,2.4817,37.72,-122.17,1.583
2.875,38,4.2134,1.0251,618,2.5858,37.72,-122.16,1.448
4.0202,43,4.7947,1.0317,2139,2.711,37.72,-122.17,1.663
4.5553,37,5.9565,0.9565,632,2.498,37.71,-122.16,1.91
3.4643,36,4.9701,0.9851,366,2.7313,37.71,-122.16,1.75
3.3431,10,4.5959,1.2392,877,1.8082,37.72,-122.16,1.375
2.1898,28,3.8656,1.0244,830,1.4485,37.73,-122.15,1.417
2.9097,31,4.2639,0.9815,739,1.9499,37.72,-122.15,2.109
3.375,47,4.4737,0.9436,540,2.0301,37.72,-122.15,1.983
2.8125,29,4.3337,1.0884,2024,2.104,37.72,-122.15,1.574
5,52,6.0599,0.9581,823,2.4641,37.73,-122.14,2.647
3.0673,38,4.881,1.1161,711,2.0142,37.73,-122.14,2.184
3.8125,43,6.1522,1.0598,931,2.5299,37.73,-122.14,2.351
6.9096,33,7.3926,0.9926,686,2.5407,37.73,-122.13,3.418
7.912,26,7.2091,0.9924,1030,2.5945,37.72,-122.13,3.673
3.8393,35,5.5689,0.977,976,2.4898,37.72,-122.13,2.435
4,35,4.9381,0.9857,552,2.6286,37.71,-122.12,1.679
6.5095,25,6.6316,0.8947,340,1.9883,37.72,-122.13,3.712
3.5156,39,5.9545,1,288,2.1818,37.72,-122.14,2.189
2.983,45,5.6331,1.0202,555,2.2379,37.72,-122.14,2.027
3.524,45,5.214,1.0158,1006,2.2658,37.72,-122.13,1.862
3.1103,44,4.6618,0.9798,776,2.2428,37.71,-122.13,1.889
3.5781,44,5.263,1.1037,609,2.2556,37.71,-122.13,1.8
3.1682,18,4.2737,1.1287,2441,1.8055,37.71,-122.15,2.027
2.6101,27,3.9214,1.0976,1364,1.7288,37.71,-122.14,1.817
3.6932,18,3.7404,0.9646,2197,2.1044,37.71,-122.14,1.668
3.4583,43,5.5993,1.0239,1333,2.4504,37.7,-122.13,1.837
3.9032,19,5.0014,1.01,1810,2.5747,37.7,-122.13,2.18
4.0208,36,5.4536,0.9727,531,2.9016,37.71,-122.15,1.915
3.5547,36,5.6092,0.9349,672,2.5747,37.7,-122.15,1.947
4.5859,17,4.4333,0.8848,695,2.1061,37.7,-122.14,1.872
2.6321,21,4.1323,1.0561,2162,2.1663,37.7,-122.13,2.231
3.395,17,3.7014,1.196,1216,1.8911,37.69,-122.13,2.713
3.9702,36,5.2971,0.954,606,2.5356,37.7,-122.14,1.941
5.0043,36,5.9077,1.0317,1203,3.1741,37.7,-122.16,1.904
4.4659,38,5.2193,1.0532,874,2.9037,37.69,-122.14,1.891
3.6625,38,5.6126,0.9955,637,2.8694,37.69,-122.15,1.846
3.8864,36,5.4384,1.0399,703,2.5471,37.69,-122.15,1.973
3.4583,36,6.4105,1.1004,733,3.2009,37.7,-122.15,1.926
3.7813,36,4.9035,0.9605,625,2.7412,37.69,-122.16,1.922
2.9917,36,4.8756,0.9244,568,2.5244,37.7,-122.16,1.946
4.4375,36,5.5273,0.9743,836,2.6881,37.7,-122.16,1.935
4,24,4.8481,1.0083,952,2.6298,37.7,-122.17,2.026
2.3869,16,4.7926,0.9886,568,1.6136,37.68,-122.16,0.833
4.7609,24,6.1803,1.0683,1125,3.0738,37.69,-122.17,2.126
5.4858,5,5.2045,1.015,840,2.0948,37.68,-122.18,1.878
4.3971,36,5.2297,0.9823,796,2.8127,37.69,-122.16,2.057
4.0109,36,5.7865,1.0225,863,3.2322,37.69,-122.15,1.929
4.3864,35,5.4156,0.9198,1349,2.7757,37.68,-122.15,2.052
4.2841,30,5.9034,1.1567,929,2.4256,37.68,-122.15,2.134
5.1312,39,4.9851,0.9194,957,2.8567,37.69,-122.15,1.836
2.9958,37,3.8577,0.964,1093,1.9694,37.69,-122.14,1.784
3.6364,27,5.4975,1.0099,1489,2.453,37.68,-122.14,2.192
2.7955,31,5.0701,1.1401,1561,2.4857,37.68,-122.14,1.831
2.9507,44,4.8268,1.0309,1256,2.5897,37.69,-122.1,1.571
3.4375,30,4.2903,0.9642,695,2.491,37.69,-122.12,1.578
2.875,34,4.7722,1.173,560,2.3629,37.69,-122.13,1.617
3.0345,38,4.0277,0.9827,632,2.1869,37.71,-122.12,1.521
2.679,41,4.66,1.0493,1849,2.4653,37.7,-122.12,1.449
2.9922,17,4.6245,1.1468,1287,2.3922,37.7,-122.12,1.799
4.1042,35,5.0019,0.9478,1580,2.9478,37.69,-122.12,1.791
2.5833,19,4.3092,1.0967,1571,2.7133,37.7,-122.12,1.599
2.1552,23,3.8126,1.0406,828,1.8691,37.7,-122.11,1.614
2.3274,29,3.8402,0.9053,835,2.4704,37.7,-122.11,1.704
2.4206,19,3.7196,1.0898,1765,2.4378,37.7,-122.11,1.375
3.9063,41,4.6335,0.9006,387,2.4037,37.69,-122.1,1.784
2.6464,37,3.9547,1.0534,1562,2.5275,37.69,-122.11,1.552
3.4643,42,4.7638,1.0032,768,2.4854,37.69,-122.11,1.609
2.3973,10,4.7182,1.1864,1140,2.4153,37.69,-122.12,1.673
6.5,20,6.4516,0.8065,83,2.6774,37.69,-122.03,3.4
6.0574,32,7.5029,1.1345,485,2.8363,37.64,-121.97,4.31
3.8958,6,4.267,1.0297,1189,2.075,37.63,-122.02,3.011
4.7813,21,5.249,0.9478,586,2.3534,37.63,-122.04,2.419
3.2829,5,4.779,1.1818,2240,2.8283,37.63,-122.05,1.625
5.3169,10,5.7699,1.0142,867,2.4631,37.66,-122.04,2.992
6.2579,10,6.4433,1.0295,3827,2.9713,37.65,-122.04,3.155
5.1701,23,5.8099,0.9884,3827,2.9575,37.68,-122.05,2.168
3.25,36,4.2111,0.9884,1280,2.9698,37.68,-122.07,2.181
3.1796,30,5.1261,1.1528,2667,2.5473,37.68,-122.06,1.703
2.4196,26,8.5182,2.7007,253,1.8467,37.68,-122.08,2.75
2.6563,26,4.2949,1.1236,1401,2.3081,37.68,-122.08,1.841
0.9637,29,3.2434,1.1053,233,1.5329,37.67,-122.08,1.6
2.3357,48,4.0649,0.9903,673,2.1851,37.67,-122.09,1.75
3.5114,41,4.4013,1.1242,704,2.242,37.68,-122.09,1.975
3.3125,43,4.1667,0.9167,273,2.275,37.69,-122.09,1.5
2.4042,29,4.3204,0.9963,1120,2.0741,37.68,-122.09,2.056
2.8322,41,3.9272,0.9914,1105,2.3662,37.68,-122.09,1.703
2.5156,43,4.8294,1.1877,569,1.942,37.68,-122.09,1.909
3.4032,37,4.1728,1.0556,691,2.1327,37.68,-122.1,1.969
2.535,37,4.7232,1.1228,1109,2.4754,37.68,-122.1,1.74
2.5772,37,4.2495,1.0344,1197,2.5742,37.68,-122.11,1.702
3.0962,38,4.4475,1.0325,1061,2.6525,37.68,-122.1,1.809
2.9564,34,4.052,0.9934,2479,2.7453,37.67,-122.1,1.505
3.125,31,4.8638,1.1003,1162,2.9871,37.68,-122.1,1.671
2.95,35,4.3705,1.0804,1146,2.558,37.68,-122.12,1.489
4.38,40,5.8165,0.9476,724,2.7116,37.68,-122.12,1.964
4.0417,37,6.432,1.0507,975,2.6,37.68,-122.12,1.911
3.8,36,5.7027,1.0514,952,2.573,37.67,-122.11,1.875
3.4839,45,5.4612,1.005,1159,2.9048,37.68,-122.12,1.806
4.0588,45,5.8223,1.0545,1129,2.6754,37.68,-122.13,1.828
4.1974,44,5.3541,0.995,1175,2.9302,37.68,-122.13,1.793
3.6,43,5.1098,1.0366,924,2.8171,37.68,-122.13,1.794
4.267,35,5.5316,0.9628,1424,2.6468,37.68,-122.14,2.103
4.2386,34,6.072,1.066,1366,2.732,37.67,-122.14,1.923
5.5797,35,6.3385,1.0205,1171,3.0026,37.67,-122.15,1.981
4.0682,36,6.1193,1.0247,641,2.6379,37.67,-122.14,1.962
3.1734,38,6.0602,1.0452,880,2.6506,37.67,-122.13,1.816
4.7933,37,6,1.0215,1635,2.9354,37.67,-122.14,1.869
4.8125,37,5.8122,0.9834,1495,2.7532,37.67,-122.14,1.883
3.8676,40,5.5142,1.0032,914,2.8833,37.67,-122.13,1.84
3.9395,33,4.9409,0.9813,1798,2.5908,37.67,-122.12,1.847
3.2434,42,5.4015,1.0571,1625,2.4436,37.67,-122.13,1.799
3.0917,38,4.6205,1.1027,599,2.6741,37.67,-122.11,1.672
3.0645,32,4.3073,1.1536,2037,2.8976,37.67,-122.11,1.654
2.7019,33,4.0315,1.0862,1854,3.0746,37.67,-122.09,1.54
3.1115,39,4.3285,1.046,1408,2.9456,37.67,-122.09,1.535
3.4722,40,4.9446,1.155,766,2.8266,37.66,-122.09,1.354
2.2222,39,4.2336,0.9453,725,2.646,37.66,-122.09,1.583
6.1104,32,5.9265,0.9353,1019,2.9971,37.68,-122.05,2.407
4.2733,22,5.2248,1.0983,1830,2.463,37.67,-122.06,1.807
3.2465,27,5.2581,1.0893,1469,2.3847,37.67,-122.07,2.306
3.2417,28,4.6987,1.1843,1198,1.9199,37.67,-122.07,2.108
3.875,38,5.3401,1.0381,1039,2.6371,37.67,-122.07,1.653
